fid,GISJOIN,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,GEOID,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,Shape_Leng,Shape_Area
"765",G24051001502001,"24","510","150200","1","245101502001",Block Group 1,G5030,S,223230,0,"+39.3049737","-076.6486085",2340.93425803,223229.274453
"766",G24051001502002,"24","510","150200","2","245101502002",Block Group 2,G5030,S,79881,0,"+39.3066193","-076.6464089",1131.39832451,79882.1847934
"767",G24051001502003,"24","510","150200","3","245101502003",Block Group 3,G5030,S,117214,0,"+39.3088455","-076.6480996",1511.2334087,117213.369312
"768",G24051001503001,"24","510","150300","1","245101503001",Block Group 1,G5030,S,84788,0,"+39.3086363","-076.6535933",1227.5279887,84787.522823
"769",G24051001503002,"24","510","150300","2","245101503002",Block Group 2,G5030,S,112815,0,"+39.3059367","-076.6527720",1580.98711128,112815.677431
"770",G24051001503003,"24","510","150300","3","245101503003",Block Group 3,G5030,S,201569,0,"+39.3069663","-076.6569714",2033.48562198,201568.007454
"771",G24051001504001,"24","510","150400","1","245101504001",Block Group 1,G5030,S,173353,0,"+39.3137280","-076.6493168",1789.4355134,173351.846336
"772",G24051001504002,"24","510","150400","2","245101504002",Block Group 2,G5030,S,159623,0,"+39.3108783","-076.6475102",1902.9197108,159624.631086
"773",G24051001504003,"24","510","150400","3","245101504003",Block Group 3,G5030,S,482596,0,"+39.3125256","-076.6556804",2778.73220161,482599.398825
"774",G24051001505001,"24","510","150500","1","245101505001",Block Group 1,G5030,S,493302,9673,"+39.3222425","-076.6601005",3305.68599459,502975.309857
"775",G24051001505002,"24","510","150500","2","245101505002",Block Group 2,G5030,S,456175,0,"+39.3182018","-076.6579329",3164.39479622,456172.159989
"776",G24051001506001,"24","510","150600","1","245101506001",Block Group 1,G5030,S,193344,0,"+39.3108235","-076.6615903",2432.26292256,193344.94203
"777",G24051001506002,"24","510","150600","2","245101506002",Block Group 2,G5030,S,93417,0,"+39.3069459","-076.6622443",1547.45809866,93416.4484095
"778",G24051001506003,"24","510","150600","3","245101506003",Block Group 3,G5030,S,92467,0,"+39.3078000","-076.6657950",1372.73781315,92466.0442113
"779",G24051001506004,"24","510","150600","4","245101506004",Block Group 4,G5030,S,333758,0,"+39.3082882","-076.6747272",3355.58958213,333758.372078
"780",G24051001506005,"24","510","150600","5","245101506005",Block Group 5,G5030,S,246049,0,"+39.3100754","-076.6700186",2509.88472772,246048.618947
"781",G24051001507011,"24","510","150701","1","245101507011",Block Group 1,G5030,S,679809,117437,"+39.3193302","-076.6678344",4185.6275144,797247.271454
"782",G24051001507012,"24","510","150701","2","245101507012",Block Group 2,G5030,S,90044,0,"+39.3160330","-076.6730178",1862.55383636,90044.7849711
"783",G24051001507013,"24","510","150701","3","245101507013",Block Group 3,G5030,S,88162,0,"+39.3150322","-076.6708305",1501.25565793,88163.1933865
"784",G24051001507021,"24","510","150702","1","245101507021",Block Group 1,G5030,S,138876,0,"+39.3129673","-076.6637170",1488.72868782,138876.694443
"785",G24051001507022,"24","510","150702","2","245101507022",Block Group 2,G5030,S,107455,0,"+39.3128144","-076.6677764",1316.29410054,107454.413745
"786",G24051001507023,"24","510","150702","3","245101507023",Block Group 3,G5030,S,145188,0,"+39.3126721","-076.6719255",1529.05082716,145186.959797
"787",G24051001508001,"24","510","150800","1","245101508001",Block Group 1,G5030,S,156509,0,"+39.3235154","-076.6746989",1604.64455635,156507.348104
"788",G24051001508002,"24","510","150800","2","245101508002",Block Group 2,G5030,S,197425,0,"+39.3124749","-076.6775902",1821.78298181,197423.880763
"789",G24051001508003,"24","510","150800","3","245101508003",Block Group 3,G5030,S,274339,0,"+39.3181748","-076.6764216",2619.67056748,274337.845021
"790",G24051001508004,"24","510","150800","4","245101508004",Block Group 4,G5030,S,132404,0,"+39.3160955","-076.6797747",1522.03639169,132401.856286
"791",G24051001508005,"24","510","150800","5","245101508005",Block Group 5,G5030,S,160551,0,"+39.3204509","-076.6801937",1817.83757566,160550.466278
"792",G24051001508006,"24","510","150800","6","245101508006",Block Group 6,G5030,S,168266,0,"+39.3244900","-076.6794067",1665.31511767,168267.085021
"793",G24051001509001,"24","510","150900","1","245101509001",Block Group 1,G5030,S,180803,0,"+39.3237085","-076.6853009",1998.48678948,180803.395957
"794",G24051001509002,"24","510","150900","2","245101509002",Block Group 2,G5030,S,204254,0,"+39.3207644","-076.6856602",2395.7034925,204254.432524
"795",G24051001509003,"24","510","150900","3","245101509003",Block Group 3,G5030,S,227319,0,"+39.3173374","-076.6841756",2071.28543458,227318.009084
"796",G24051001509004,"24","510","150900","4","245101509004",Block Group 4,G5030,S,834880,1171,"+39.3064953","-076.6791755",5303.25157227,836051.36838
"797",G24051001510001,"24","510","151000","1","245101510001",Block Group 1,G5030,S,150302,0,"+39.3391722","-076.6812742",1963.76820782,150302.036669
"798",G24051001510002,"24","510","151000","2","245101510002",Block Group 2,G5030,S,268665,0,"+39.3350589","-076.6814849",2105.43263674,268665.129505
"799",G24051001510003,"24","510","151000","3","245101510003",Block Group 3,G5030,S,170645,0,"+39.3393131","-076.6864093",1810.13288134,170644.990773
"800",G24051001510004,"24","510","151000","4","245101510004",Block Group 4,G5030,S,137453,0,"+39.3257537","-076.6864790",2058.42905866,137452.067042
"801",G24051001510005,"24","510","151000","5","245101510005",Block Group 5,G5030,S,337696,0,"+39.3291426","-076.6834123",2795.74460435,337695.860811
"802",G24051001510006,"24","510","151000","6","245101510006",Block Group 6,G5030,S,252667,0,"+39.3322049","-076.6864140",2011.21783142,252666.736453
"803",G24051001510007,"24","510","151000","7","245101510007",Block Group 7,G5030,S,166582,0,"+39.3358208","-076.6869477",1701.55909746,166581.685104
"804",G24051001511001,"24","510","151100","1","245101511001",Block Group 1,G5030,S,160071,0,"+39.3373954","-076.6768374",1627.30168525,160071.512746
"805",G24051001511002,"24","510","151100","2","245101511002",Block Group 2,G5030,S,385869,0,"+39.3328843","-076.6696142",3327.07484732,385868.713854
"806",G24051001511003,"24","510","151100","3","245101511003",Block Group 3,G5030,S,258868,0,"+39.3260436","-076.6665518",2515.5848602,258868.510084
"807",G24051001511004,"24","510","151100","4","245101511004",Block Group 4,G5030,S,296692,0,"+39.3270605","-076.6709050",2287.51056951,296692.130993
"808",G24051001511005,"24","510","151100","5","245101511005",Block Group 5,G5030,S,180022,0,"+39.3334651","-076.6764133",1686.96242244,180021.985094
"809",G24051001511006,"24","510","151100","6","245101511006",Block Group 6,G5030,S,417278,0,"+39.3290796","-076.6760048",2989.60129283,417277.096945
"810",G24051001512001,"24","510","151200","1","245101512001",Block Group 1,G5030,S,270582,0,"+39.3316679","-076.6570584",3126.65568819,270581.861877
"811",G24051001512002,"24","510","151200","2","245101512002",Block Group 2,G5030,S,86165,0,"+39.3279471","-076.6591954",1662.41588046,86164.8572172
"812",G24051001512003,"24","510","151200","3","245101512003",Block Group 3,G5030,S,173559,0,"+39.3293936","-076.6629838",2068.79073336,173558.810574
"813",G24051001512004,"24","510","151200","4","245101512004",Block Group 4,G5030,S,115742,0,"+39.3320678","-076.6624660",1448.6362479,115743.060437
"814",G24051001512005,"24","510","151200","5","245101512005",Block Group 5,G5030,S,131342,0,"+39.3329658","-076.6599639",1857.15264597,131342.017879
"815",G24051001513001,"24","510","151300","1","245101513001",Block Group 1,G5030,S,153456,0,"+39.3390970","-076.6599417",1798.66617057,153456.30266
"816",G24051001513002,"24","510","151300","2","245101513002",Block Group 2,G5030,S,135424,0,"+39.3368528","-076.6605858",2056.10912216,135423.311018
"817",G24051001513003,"24","510","151300","3","245101513003",Block Group 3,G5030,S,100322,0,"+39.3389471","-076.6647515",1547.49145413,100321.721806
"818",G24051001513004,"24","510","151300","4","245101513004",Block Group 4,G5030,S,311641,0,"+39.3361937","-076.6670135",2571.10683468,311641.329565
"819",G24051001513005,"24","510","151300","5","245101513005",Block Group 5,G5030,S,226543,0,"+39.3394045","-076.6732670",2096.22366443,226541.913142
"820",G24051001601001,"24","510","160100","1","245101601001",Block Group 1,G5030,S,76162,0,"+39.3018951","-076.6374675",1131.15708054,76161.8272824
"821",G24051001601002,"24","510","160100","2","245101601002",Block Group 2,G5030,S,55252,0,"+39.2998415","-076.6368444",1006.87983491,55250.8848194
"822",G24051001601003,"24","510","160100","3","245101601003",Block Group 3,G5030,S,117673,0,"+39.2964014","-076.6343740",1551.85212604,117672.77228
"823",G24051001601004,"24","510","160100","4","245101601004",Block Group 4,G5030,S,133552,0,"+39.2966809","-076.6371823",1580.58399548,133550.55837
"824",G24051001602001,"24","510","160200","1","245101602001",Block Group 1,G5030,S,102799,0,"+39.3020110","-076.6408269",1449.90792799,102798.596837
"825",G24051001602002,"24","510","160200","2","245101602002",Block Group 2,G5030,S,156265,0,"+39.2982514","-076.6415265",1774.35170618,156264.586531
"826",G24051001602003,"24","510","160200","3","245101602003",Block Group 3,G5030,S,115004,0,"+39.2963987","-076.6399475",2061.44185851,115003.782608
"827",G24051001603001,"24","510","160300","1","245101603001",Block Group 1,G5030,S,119936,0,"+39.3010065","-076.6445442",1463.2556159,119935.287751
"828",G24051001603002,"24","510","160300","2","245101603002",Block Group 2,G5030,S,135140,0,"+39.2964129","-076.6442764",1588.36107216,135138.744523
"829",G24051001604001,"24","510","160400","1","245101604001",Block Group 1,G5030,S,121066,0,"+39.3009048","-076.6486706",1837.28773301,121066.121787
"830",G24051001604002,"24","510","160400","2","245101604002",Block Group 2,G5030,S,81095,0,"+39.2992768","-076.6471714",1183.66279547,81094.6103194
"831",G24051001604003,"24","510","160400","3","245101604003",Block Group 3,G5030,S,77022,0,"+39.2968874","-076.6494267",1187.51971173,77021.9169333
"832",G24051001604004,"24","510","160400","4","245101604004",Block Group 4,G5030,S,121959,0,"+39.2954093","-076.6475164",1675.30748681,121957.541221
"833",G24051001605001,"24","510","160500","1","245101605001",Block Group 1,G5030,S,447051,0,"+39.3023802","-076.6553489",3366.50133757,447049.277444
"834",G24051001605002,"24","510","160500","2","245101605002",Block Group 2,G5030,S,154111,0,"+39.2967348","-076.6527418",1568.32475228,154110.971366
"835",G24051001605003,"24","510","160500","3","245101605003",Block Group 3,G5030,S,110996,0,"+39.2941539","-076.6548759",1831.64157706,110997.364428
"836",G24051001605004,"24","510","160500","4","245101605004",Block Group 4,G5030,S,119074,0,"+39.2961386","-076.6574707",1616.65690415,119074.091313
"837",G24051001605005,"24","510","160500","5","245101605005",Block Group 5,G5030,S,205328,0,"+39.2995405","-076.6575115",1959.78870719,205327.533368
"838",G24051001606001,"24","510","160600","1","245101606001",Block Group 1,G5030,S,94764,0,"+39.2981138","-076.6658132",1503.00668866,94764.3705252
"839",G24051001606002,"24","510","160600","2","245101606002",Block Group 2,G5030,S,186726,0,"+39.2979902","-076.6617175",2182.14475077,186724.448104
"840",G24051001606003,"24","510","160600","3","245101606003",Block Group 3,G5030,S,99152,0,"+39.2943025","-076.6624127",1440.11701398,99151.3195221
"841",G24051001606004,"24","510","160600","4","245101606004",Block Group 4,G5030,S,93492,0,"+39.2959927","-076.6647154",1644.60347827,93490.754399
"842",G24051001606005,"24","510","160600","5","245101606005",Block Group 5,G5030,S,83977,0,"+39.2961336","-076.6681794",1544.71115686,83976.4562706
"843",G24051001607001,"24","510","160700","1","245101607001",Block Group 1,G5030,S,140411,0,"+39.3044679","-076.6629736",1593.01069886,140410.84211
"844",G24051001607002,"24","510","160700","2","245101607002",Block Group 2,G5030,S,92535,0,"+39.3014496","-076.6630811",1267.88091134,92535.2441954
"845",G24051001607003,"24","510","160700","3","245101607003",Block Group 3,G5030,S,89005,0,"+39.3005646","-076.6669325",1195.35492612,89005.3557738
"846",G24051001607004,"24","510","160700","4","245101607004",Block Group 4,G5030,S,407475,14242,"+39.3029164","-076.6721707",4373.51560237,421718.063172
"847",G24051001607005,"24","510","160700","5","245101607005",Block Group 5,G5030,S,80519,0,"+39.3042909","-076.6677075",1499.60826561,80517.8316663
"848",G24051001607006,"24","510","160700","6","245101607006",Block Group 6,G5030,S,63632,0,"+39.3051346","-076.6697277",1130.05781166,63630.8671156
"849",G24051001607007,"24","510","160700","7","245101607007",Block Group 7,G5030,S,80298,0,"+39.3061541","-076.6709117",1549.93818672,80298.117785
"850",G24051001608011,"24","510","160801","1","245101608011",Block Group 1,G5030,S,138650,0,"+39.3008794","-076.6846376",1572.51658358,138651.076417
"851",G24051001608012,"24","510","160801","2","245101608012",Block Group 2,G5030,S,68099,0,"+39.2985600","-076.6838453",1147.35122732,68098.9102072
"852",G24051001608013,"24","510","160801","3","245101608013",Block Group 3,G5030,S,68004,0,"+39.2970713","-076.6837622",1150.23797063,68004.0729049
"853",G24051001608014,"24","510","160801","4","245101608014",Block Group 4,G5030,S,114950,0,"+39.2950633","-076.6836525",1384.2726181,114949.025213
"854",G24051001608021,"24","510","160802","1","245101608021",Block Group 1,G5030,S,96547,0,"+39.2962865","-076.6755409",1294.8345907,96548.3000144
"855",G24051001608022,"24","510","160802","2","245101608022",Block Group 2,G5030,S,113386,0,"+39.2947446","-076.6773545",1885.51235732,113385.990985
"856",G24051001608023,"24","510","160802","3","245101608023",Block Group 3,G5030,S,1016654,0,"+39.3012068","-076.6802731",6400.78077621,1016657.39758
"857",G24051001701001,"24","510","170100","1","245101701001",Block Group 1,G5030,S,166071,0,"+39.2978439","-076.6214501",1955.89854786,166070.214687
"858",G24051001701002,"24","510","170100","2","245101701002",Block Group 2,G5030,S,116069,0,"+39.2960813","-076.6247300",1410.25110623,116068.645491
"859",G24051001702001,"24","510","170200","1","245101702001",Block Group 1,G5030,S,241433,0,"+39.2999101","-076.6257166",1994.39303221,241433.227697
"860",G24051001702002,"24","510","170200","2","245101702002",Block Group 2,G5030,S,141147,0,"+39.3021574","-076.6283816",1644.09792357,141147.37292
"861",G24051001702003,"24","510","170200","3","245101702003",Block Group 3,G5030,S,111426,0,"+39.3026721","-076.6223126",1318.43743037,111426.392697
"862",G24051001703001,"24","510","170300","1","245101703001",Block Group 1,G5030,S,148854,0,"+39.2986939","-076.6316667",1717.00341538,148853.988098
"863",G24051001703002,"24","510","170300","2","245101703002",Block Group 2,G5030,S,156975,0,"+39.2961985","-076.6295645",1962.80509046,156975.322059
"864",G24051001801001,"24","510","180100","1","245101801001",Block Group 1,G5030,S,185852,0,"+39.2924865","-076.6297594",2205.12990102,185851.109103
"865",G24051001801002,"24","510","180100","2","245101801002",Block Group 2,G5030,S,155764,0,"+39.2907874","-076.6319987",1741.62872247,155762.447867
"866",G24051001802001,"24","510","180200","1","245101802001",Block Group 1,G5030,S,170754,0,"+39.2920830","-076.6364326",2011.22330025,170756.800379
"867",G24051001802002,"24","510","180200","2","245101802002",Block Group 2,G5030,S,63947,0,"+39.2898173","-076.6353547",1010.0161656,63947.9330915
"868",G24051001803001,"24","510","180300","1","245101803001",Block Group 1,G5030,S,152456,0,"+39.2879744","-076.6322710",2185.87543137,152454.835551
"869",G24051001803002,"24","510","180300","2","245101803002",Block Group 2,G5030,S,137107,0,"+39.2865674","-076.6338057",2223.33760283,137105.89627
"870",G24051001901001,"24","510","190100","1","245101901001",Block Group 1,G5030,S,127213,0,"+39.2931059","-076.6419233",1627.94350687,127214.833092
"871",G24051001901002,"24","510","190100","2","245101901002",Block Group 2,G5030,S,135585,0,"+39.2905026","-076.6402194",1565.25494539,135583.837147
"872",G24051001901003,"24","510","190100","3","245101901003",Block Group 3,G5030,S,120329,0,"+39.2900418","-076.6436238",1574.97050327,120330.035763
"873",G24051001902001,"24","510","190200","1","245101902001",Block Group 1,G5030,S,121164,0,"+39.2869815","-076.6401918",1393.60301862,121162.937326
"874",G24051001902002,"24","510","190200","2","245101902002",Block Group 2,G5030,S,160911,0,"+39.2834602","-076.6401543",2092.29269219,160911.011752
"875",G24051001903001,"24","510","190300","1","245101903001",Block Group 1,G5030,S,80775,0,"+39.2868086","-076.6437173",1153.80793482,80775.3886973
"876",G24051001903002,"24","510","190300","2","245101903002",Block Group 2,G5030,S,90929,0,"+39.2858372","-076.6452899",1663.19664514,90926.7106327
"877",G24051001903003,"24","510","190300","3","245101903003",Block Group 3,G5030,S,48721,0,"+39.2837770","-076.6444004",1032.74013509,48720.1296531
"878",G24051001903004,"24","510","190300","4","245101903004",Block Group 4,G5030,S,155292,0,"+39.2814677","-076.6442953",2392.0231042,155290.327322
"879",G24051002001001,"24","510","200100","1","245102001001",Block Group 1,G5030,S,143813,0,"+39.2921126","-076.6482291",1679.68326137,143813.677063
"880",G24051002001002,"24","510","200100","2","245102001002",Block Group 2,G5030,S,121087,0,"+39.2896033","-076.6473317",1694.82560285,121085.069323
"881",G24051002002001,"24","510","200200","1","245102002001",Block Group 1,G5030,S,177606,0,"+39.2919886","-076.6532219",1699.77966084,177606.221317
"882",G24051002002002,"24","510","200200","2","245102002002",Block Group 2,G5030,S,66038,0,"+39.2892038","-076.6515570",1029.33527153,66038.4342005
"883",G24051002002003,"24","510","200200","3","245102002003",Block Group 3,G5030,S,64446,0,"+39.2891062","-076.6543003",1020.04706886,64446.0826768
"884",G24051002002004,"24","510","200200","4","245102002004",Block Group 4,G5030,S,77997,0,"+39.2888926","-076.6573830",1105.96552318,77996.5636705
"885",G24051002002005,"24","510","200200","5","245102002005",Block Group 5,G5030,S,539059,0,"+39.2911935","-076.6623319",3472.50719518,539061.667121
"886",G24051002003001,"24","510","200300","1","245102003001",Block Group 1,G5030,S,117844,0,"+39.2861466","-076.6484051",1410.4438788,117842.342106
"887",G24051002003002,"24","510","200300","2","245102003002",Block Group 2,G5030,S,120836,0,"+39.2820965","-076.6480181",1482.90816628,120834.334944
"888",G24051002004001,"24","510","200400","1","245102004001",Block Group 1,G5030,S,186456,0,"+39.2862502","-076.6533716",1849.66875468,186455.763677
"889",G24051002004002,"24","510","200400","2","245102004002",Block Group 2,G5030,S,201450,0,"+39.2850409","-076.6581302",2335.37389424,201449.716816
"890",G24051002005001,"24","510","200500","1","245102005001",Block Group 1,G5030,S,63746,0,"+39.2841399","-076.6511836",1030.15470025,63746.6943098
"891",G24051002005002,"24","510","200500","2","245102005002",Block Group 2,G5030,S,166406,0,"+39.2823951","-076.6542085",1953.87767219,166404.324357
"892",G24051002005003,"24","510","200500","3","245102005003",Block Group 3,G5030,S,56102,0,"+39.2810034","-076.6506427",953.856514512,56102.1906262
"893",G24051002005004,"24","510","200500","4","245102005004",Block Group 4,G5030,S,291799,0,"+39.2786684","-076.6534866",3017.03025238,291798.849416
"894",G24051002005005,"24","510","200500","5","245102005005",Block Group 5,G5030,S,93173,0,"+39.2800293","-076.6580480",1219.35919879,93173.2899201
"895",G24051002006001,"24","510","200600","1","245102006001",Block Group 1,G5030,S,1270205,30330,"+39.2840120","-076.6637324",6537.99172579,1300533.37783
"896",G24051002006002,"24","510","200600","2","245102006002",Block Group 2,G5030,S,406722,0,"+39.2797441","-076.6691245",3872.9145248,406720.647573
"897",G24051002006003,"24","510","200600","3","245102006003",Block Group 3,G5030,S,93771,0,"+39.2861774","-076.6702590",1205.50092489,93771.0424807
"898",G24051002007011,"24","510","200701","1","245102007011",Block Group 1,G5030,S,97365,0,"+39.2922944","-076.6740419",1294.72273505,97366.2735583
"899",G24051002007012,"24","510","200701","2","245102007012",Block Group 2,G5030,S,100728,0,"+39.2881412","-076.6737377",1407.78696194,100730.599123
"900",G24051002007013,"24","510","200701","3","245102007013",Block Group 3,G5030,S,103281,0,"+39.2901798","-076.6764344",1288.58149049,103281.736819
"901",G24051002007014,"24","510","200701","4","245102007014",Block Group 4,G5030,S,794854,0,"+39.2895605","-076.6833170",3695.40709565,794853.00439
"902",G24051002007015,"24","510","200701","5","245102007015",Block Group 5,G5030,S,107455,0,"+39.2928950","-076.6780382",1365.20797099,107455.231654
"903",G24051002007021,"24","510","200702","1","245102007021",Block Group 1,G5030,S,152830,0,"+39.2839441","-076.6741289",1723.23604028,152830.33754
"904",G24051002007022,"24","510","200702","2","245102007022",Block Group 2,G5030,S,135341,0,"+39.2856529","-076.6772609",1589.08417435,135341.346526
"905",G24051002008001,"24","510","200800","1","245102008001",Block Group 1,G5030,S,730704,0,"+39.2787271","-076.6782058",3737.36467832,730703.132569
"906",G24051002008002,"24","510","200800","2","245102008002",Block Group 2,G5030,S,148952,0,"+39.2840211","-076.6851995",1678.76810999,148951.587263
"907",G24051002008003,"24","510","200800","3","245102008003",Block Group 3,G5030,S,187606,0,"+39.2827671","-076.6792244",2471.82484848,187608.072718
"908",G24051002101001,"24","510","210100","1","245102101001",Block Group 1,G5030,S,1037897,192279,"+39.2754639","-076.6261661",7389.58703867,1038188.59641
"909",G24051002101002,"24","510","210100","2","245102101002",Block Group 2,G5030,S,250193,0,"+39.2825838","-076.6280185",2591.92407763,250191.211434
"910",G24051002102001,"24","510","210200","1","245102102001",Block Group 1,G5030,S,2017079,12265,"+39.2754344","-076.6410055",7139.64200569,2029342.49078
"911",G24051002102002,"24","510","210200","2","245102102002",Block Group 2,G5030,S,318440,0,"+39.2836005","-076.6344164",2848.48686419,318437.418416
